,Type,Year built,Heating,Cooling,Parking,HOA,Price/sqft,Total Price,Address,Square Feet,New construction,Bedrooms,Bathrooms,Full bathrooms,neighborhood_stats,URL,Lot,Half bathrooms
56,Single Family,1914,"Forced air, Gas",Central,2 spaces,,$266,"$425,000","831 Home Ave, Oak Park, IL 60304","1,600", No, 4, 2, 1,"Home values in 60304 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60304 will decrease 4.3% (↓) in the next year.This home is valued 15% higher (↑) than the median home in 60304.The median Zestimate® for this neighborhood is $369,676.",https://www.zillow.com/homedetails/831-Home-Ave-Oak-Park-IL-60304/3815594_zpid/,"3,123 sqft", 1
57,Condo,1915,Other,Refrigerator,1 space,$384/mo,$213,"$284,500","175 Linden Ave APT 3, Oak Park, IL 60302","1,335", No, 2, 1, 1,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will fall 4.5% (↓) in the next year.This home is valued 33.1% lower (↓) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/175-Linden-Ave-APT-3-Oak-Park-IL-60302/3804601_zpid/,,
58,Condo,1964,No Data,No Data,No Data,$252/mo,$171,"$113,000","906 S Elmwood Ave APT 3, Oak Park, IL 60304",662, No, 1, 1, 1,"Home values in 60304 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60304 will fall 4.3% (↓) in the next year.This home is valued 69.4% lower (↓) than the median home in 60304.The median Zestimate® for this neighborhood is $369,676.",https://www.zillow.com/homedetails/906-S-Elmwood-Ave-APT-3-Oak-Park-IL-60304/87691304_zpid/,,
59,Single Family,No Data,No Data,Central,2 spaces,,$238,"$475,000","1215 N Linden Ave, Oak Park, IL 60302","2,000", No, 3, 3, 1,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will decrease 4.5% (↓) in the next year.This home is valued 11.8% higher (↑) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/1215-N-Linden-Ave-Oak-Park-IL-60302/2077952422_zpid/,No Data, 2
60,Single Family,1911,Forced air,Central,2 spaces,None,$194,"$379,900","641 S Humphrey Ave, Oak Park, IL 60304","1,957", No, 3, 2, 2,"Home values in 60304 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60304 will decrease 4.3% (↓) in the next year.This home is valued 2.8% higher (↑) than the median home in 60304.The median Zestimate® for this neighborhood is $369,676.",https://www.zillow.com/homedetails/641-S-Humphrey-Ave-Oak-Park-IL-60304/3813664_zpid/,"4,164 sqft",
61,Single Family,1903,Gas,Central,2 spaces,None,$238,"$665,000","422 N Elmwood Ave, Oak Park, IL 60302","2,800", No, 4, 2, 1,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will decrease 4.5% (↓) in the next year.This home is valued 56.5% higher (↑) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/422-N-Elmwood-Ave-Oak-Park-IL-60302/3804192_zpid/,"9,888 sqft", 1
62,Single Family,1921,Forced air,Central,2 spaces,None,$411,"$595,000","1125 Schneider Ave, Oak Park, IL 60302","1,448", No, 4, 4, 3,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will decrease 4.5% (↓) in the next year.This home is valued 40% higher (↑) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/1125-Schneider-Ave-Oak-Park-IL-60302/3802232_zpid/,"4,181 sqft", 1
63,Condo,1920,Other,Other,1 space,$460/month,No Data,"$168,800","240 S Maple Ave APT 3W, Oak Park, IL 60302",, No, 2, 1, 1,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will fall 4.5% (↓) in the next year.This home is valued 60.3% lower (↓) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/240-S-Maple-Ave-APT-3W-Oak-Park-IL-60302/63696619_zpid/,,
64,Townhouse,2006,"Forced air, Gas",Central,2 spaces,,$180,"$430,000","1030 Alexander Ln, Oak Park, IL 60302","2,394", No, 3, 4, 3,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will decrease 4.5% (↓) in the next year.This home is valued 1.2% higher (↑) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/1030-Alexander-Ln-Oak-Park-IL-60302/80811009_zpid/,"1,072 sqft", 1
65,Single Family,1905,"Baseboard, Gas",Central,4 spaces,,$283,"$680,000","943 Wenonah Ave, Oak Park, IL 60304","2,400", No, 5, 3, 3,"Home values in 60304 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60304 will decrease 4.3% (↓) in the next year.This home is valued 83.9% higher (↑) than the median home in 60304.The median Zestimate® for this neighborhood is $369,676.",https://www.zillow.com/homedetails/943-Wenonah-Ave-Oak-Park-IL-60304/3816575_zpid/,"5,619 sqft",
66,Condo,1928,Forced air,Central,None,$280/month,No Data,"$143,000","617 Washington Blvd APT 3S, Oak Park, IL 60302",, No, 1, 1, 1,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will decrease 4.5% (↓) in the next year.This home is valued 66.4% lower (↓) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/617-Washington-Blvd-APT-3S-Oak-Park-IL-60302/87692800_zpid/,,
67,Single Family,1904,"Forced air, Gas",Central,3 spaces,,$223,"$759,000","606 N East Ave, Oak Park, IL 60302","3,406", No, 4, 4, 3,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will fall 4.5% (↓) in the next year.This home is valued 78.6% higher (↑) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/606-N-East-Ave-Oak-Park-IL-60302/3802866_zpid/,"8,171 sqft", 1
68,Condo,1925,Forced air,Other,None,$299/month,No Data,"$145,000","217 Chicago Ave APT 2, Oak Park, IL 60302",, No, 1, 1, 1,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will decrease 4.5% (↓) in the next year.This home is valued 65.9% lower (↓) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/217-Chicago-Ave-APT-2-Oak-Park-IL-60302/65544931_zpid/,,
69,Condo,1931,No Data,No Data,No Data,No Data,$208,"$249,900","320 N Maple Ave APT 2N, Oak Park, IL 60302","1,200", No, 3, 2, 1,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will decrease 4.5% (↓) in the next year.This home is valued 41.2% lower (↓) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/320-N-Maple-Ave-APT-2N-Oak-Park-IL-60302/2078042660_zpid/,, 1
70,Condo,1965,"Forced air, Gas",Central,1 space,$331/mo,$172,"$164,000","655 South Blvd APT 302N, Oak Park, IL 60302",954, No, 2, 1, 1,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will decrease 4.5% (↓) in the next year.This home is valued 61.4% lower (↓) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/655-South-Blvd-APT-302N-Oak-Park-IL-60302/3805935_zpid/,,
71,Condo,1926,No Data,No Data,2 spaces,$432/month,$211,"$349,900","1020 Randolph St APT 3W, Oak Park, IL 60302","1,661", No, 3, 2, 2,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will decrease 4.5% (↓) in the next year.This home is valued 17.7% lower (↓) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/1020-Randolph-St-APT-3W-Oak-Park-IL-60302/2078043170_zpid/,,
72,Condo,1968,"Baseboard, Other",Other,1 space,$346/month,$160,"$192,000","444 Washington Blvd APT 304, Oak Park, IL 60302","1,200", No, 2, 2, 2,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will fall 4.5% (↓) in the next year.This home is valued 54.8% lower (↓) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/444-Washington-Blvd-APT-304-Oak-Park-IL-60302/3806524_zpid/,,
73,Townhouse,1993,"Forced air, Gas",Central,2 spaces,,$198,"$334,000","425 S Oak Park Ave APT E, Oak Park, IL 60302","1,686", No, 2, 3, 2,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will fall 4.5% (↓) in the next year.This home is valued 21.4% lower (↓) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/425-S-Oak-Park-Ave-APT-E-Oak-Park-IL-60302/2078046220_zpid/,No Data, 1
74,Condo,1965,"Baseboard, Gas",Other,1 space,$416/mo,,"$149,000","222 Washington Blvd APT 203, Oak Park, IL 60302",, No, 2, 2, 2,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will decrease 4.5% (↓) in the next year.This home is valued 64.9% lower (↓) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/222-Washington-Blvd-APT-203-Oak-Park-IL-60302/3807713_zpid/,,
75,Single Family,1919,"Forced air, Gas",Central,2 spaces,,$207,"$424,000","1142 Home Ave, Oak Park, IL 60304","2,046", No, 3, 2, 2,"Home values in 60304 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60304 will decrease 4.3% (↓) in the next year.This home is valued 14.7% higher (↑) than the median home in 60304.The median Zestimate® for this neighborhood is $369,676.",https://www.zillow.com/homedetails/1142-Home-Ave-Oak-Park-IL-60304/3817019_zpid/,"4,565 sqft",
76,Condo,1970,Baseboard,No Data,1 space,$280/month,$136,"$94,900","727 S Maple Ave APT 303, Oak Park, IL 60304",700, No, 1, 1, 1,"Home values in 60304 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60304 will fall 4.3% (↓) in the next year.This home is valued 74.3% lower (↓) than the median home in 60304.The median Zestimate® for this neighborhood is $369,676.",https://www.zillow.com/homedetails/727-S-Maple-Ave-APT-303-Oak-Park-IL-60304/2118553312_zpid/,,
77,Condo,2004,Forced air,Central,None,$333/month,$224,"$178,900","125 N Euclid Ave APT 304, Oak Park, IL 60301",800, No, 1, 1, 1,"Home values in Oak Park have risen 1.1 % (↑) over the past 12 months.Zillow predicts the home values in 60301 will decrease 4.6% (↓) in the next year.This home is valued 54.3% lower (↓) than the median home in 60301.The median Zestimate® for this neighborhood is $391,197.",https://www.zillow.com/homedetails/125-N-Euclid-Ave-APT-304-Oak-Park-IL-60301/87720561_zpid/,,
78,Condo,1966,Gas,Central,1 space,$440/month,$162,"$315,000","339 Home Ave APT 2F, Oak Park, IL 60302","1,950", No, 3, 2, 2,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will fall 4.5% (↓) in the next year.This home is valued 25.9% lower (↓) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/339-Home-Ave-APT-2F-Oak-Park-IL-60302/3805196_zpid/,,
79,Condo,1914,"Other, Gas",Wall,No Data,$385/mo,,"$169,000","949 Lake St APT G1, Oak Park, IL 60301",, No, 2, 1, 1,"Home values in Oak Park have risen 1.1 % (↑) over the past 12 months.Zillow predicts the home values in 60301 will decrease 4.6% (↓) in the next year.This home is valued 56.8% lower (↓) than the median home in 60301.The median Zestimate® for this neighborhood is $391,197.",https://www.zillow.com/homedetails/949-Lake-St-APT-G1-Oak-Park-IL-60301/3804065_zpid/,,
80,Single Family,1921,"Forced air, Gas",Central,2 spaces,,$245,"$314,900","1144 S Scoville Ave, Oak Park, IL 60304","1,286", No, 3, 1, 1,"Home values in 60304 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60304 will fall 4.3% (↓) in the next year.This home is valued 14.8% lower (↓) than the median home in 60304.The median Zestimate® for this neighborhood is $369,676.",https://www.zillow.com/homedetails/1144-S-Scoville-Ave-Oak-Park-IL-60304/3817704_zpid/,"3,149 sqft",
81,Single Family,1909,Baseboard,No Data,2 spaces,,$271,"$769,000","636 Fair Oaks Ave, Oak Park, IL 60302","2,837", No, 4, 4, 2,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will decrease 4.5% (↓) in the next year.This home is valued 80.9% higher (↑) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/636-Fair-Oaks-Ave-Oak-Park-IL-60302/3802882_zpid/,"8,712 sqft", 2
82,Condo,1960,No Data,No Data,No Data,$330/mo,,"$210,229","1040 Ontario St, Oak Park, IL 60302","1,250", No, 2, 1,,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will fall 4.5% (↓) in the next year.This home is valued 100% lower (↓) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/1040-Ontario-St-Oak-Park-IL-60302/3803422_zpid/,,
83,Single Family,1918,"Forced air, Gas",Central,4 spaces,,$209,"$418,800","1114 Lyman Ave, Oak Park, IL 60304","2,003", No, 4, 2, 2,"Home values in 60304 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60304 will fall 4.3% (↓) in the next year.This home is valued 13.3% higher (↑) than the median home in 60304.The median Zestimate® for this neighborhood is $369,676.",https://www.zillow.com/homedetails/1114-Lyman-Ave-Oak-Park-IL-60304/3814641_zpid/,"4,704 sqft",
84,Condo,1958,Forced air,Central,None,$203/month,$167,"$105,900","1339 N Harlem Ave APT 8, Oak Park, IL 60302",634, No, 1, 1, 1,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will decrease 4.5% (↓) in the next year.This home is valued 75.1% lower (↓) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/1339-N-Harlem-Ave-APT-8-Oak-Park-IL-60302/3800770_zpid/,,
85,Multi Family,1911,Forced air,Central,3 spaces,,No Data,"$699,000","1122 S Oak Park Ave, Oak Park, IL 60304",, No, 7, 3, 3,"Home values in 60304 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60304 will decrease 4.3% (↓) in the next year.This home is valued 89.1% higher (↑) than the median home in 60304.The median Zestimate® for this neighborhood is $369,676.",https://www.zillow.com/homedetails/1122-S-Oak-Park-Ave-Oak-Park-IL-60304/2106098505_zpid/,,
86,Condo,1923,Gas,Wall,None,$328/month,No Data,"$135,000","846 Wesley Ave APT 1, Oak Park, IL 60304",, No, 1, 1, 1,"Home values in 60304 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60304 will decrease 4.3% (↓) in the next year.This home is valued 63.5% lower (↓) than the median home in 60304.The median Zestimate® for this neighborhood is $369,676.",https://www.zillow.com/homedetails/846-Wesley-Ave-APT-1-Oak-Park-IL-60304/70448859_zpid/,,
87,Single Family,1928,Radiant,Central,2 spaces,,$180,"$669,000","1217 N Grove Ave, Oak Park, IL 60302","3,726", No, 4, 3, 2,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will fall 4.5% (↓) in the next year.This home is valued 57.4% higher (↑) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/1217-N-Grove-Ave-Oak-Park-IL-60302/3800548_zpid/,"8,049 sqft", 1
88,Multiple Occupancy,1918,"Baseboard, Gas",No Data,4 spaces,,$175,"$524,900","1129 Augusta St, Oak Park, IL 60302","3,000", No, 5, 2, 2,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will fall 4.5% (↓) in the next year.This home is valued 23.5% higher (↑) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/1129-Augusta-St-Oak-Park-IL-60302/2112309999_zpid/,,
89,Condo,1972,Baseboard,No Data,1 space,$265/mo,$156,"$125,000","430 Home Ave #309, Oak Park, IL 60302",800, No, 1, 1, 1,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will decrease 4.5% (↓) in the next year.This home is valued 70.6% lower (↓) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/430-Home-Ave-309-Oak-Park-IL-60302/2078115072_zpid/,,
90,Single Family,1912,Forced air,Central,2 spaces,,$249,"$420,000","1180 S Scoville Ave, Oak Park, IL 60304","1,685", No, 3, 2, 2,"Home values in 60304 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60304 will decrease 4.3% (↓) in the next year.This home is valued 13.6% higher (↑) than the median home in 60304.The median Zestimate® for this neighborhood is $369,676.",https://www.zillow.com/homedetails/1180-S-Scoville-Ave-Oak-Park-IL-60304/3817915_zpid/,"3,149 sqft",
91,Condo,1927,No Data,No Data,None,$184/month,$163,"$78,900","1109 Holley Ct #212, Oak Park, IL 60301",485, No, 0, 1, 1,"Home values in Oak Park have risen 1.1 % (↑) over the past 12 months.Zillow predicts the home values in 60301 will fall 4.6% (↓) in the next year.This home is valued 79.8% lower (↓) than the median home in 60301.The median Zestimate® for this neighborhood is $391,197.",https://www.zillow.com/homedetails/1109-Holley-Ct-212-Oak-Park-IL-60301/2078125645_zpid/,,
92,Townhouse,2006,Forced air,Central,2 spaces,$195/month,$184,"$449,900","426 Pennsylvania Way, Oak Park, IL 60302","2,450", No, 4, 4, 3,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will decrease 4.5% (↓) in the next year.This home is valued 5.9% higher (↑) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/426-Pennsylvania-Way-Oak-Park-IL-60302/2078134114_zpid/,No Data, 1
93,Single Family,1959,Forced air,Central,2 spaces,None,$309,"$299,900","1011 S Elmwood Ave, Oak Park, IL 60304",969, No, 3, 2, 2,"Home values in 60304 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60304 will decrease 4.3% (↓) in the next year.This home is valued 18.9% lower (↓) than the median home in 60304.The median Zestimate® for this neighborhood is $369,676.",https://www.zillow.com/homedetails/1011-S-Elmwood-Ave-Oak-Park-IL-60304/3817481_zpid/,"3,175 sqft",
94,Single Family,1910,Other,Central,2 spaces,None,$309,"$849,500","851 Columbian Ave, Oak Park, IL 60302","2,748", No, 4, 4, 3,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will decrease 4.5% (↓) in the next year.This home is valued 99.9% higher (↑) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/851-Columbian-Ave-Oak-Park-IL-60302/3802575_zpid/,"6,708 sqft", 1
95,Single Family,1913,No Data,Central,5 spaces,,$290,"$595,000","832 S Scoville Ave, Oak Park, IL 60304","2,049", No, 5, 3, 1,"Home values in 60304 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60304 will decrease 4.3% (↓) in the next year.This home is valued 61% higher (↑) than the median home in 60304.The median Zestimate® for this neighborhood is $369,676.",https://www.zillow.com/homedetails/832-S-Scoville-Ave-Oak-Park-IL-60304/3816453_zpid/,"5,418 sqft", 2
96,Single Family,1948,Forced air,Central,2 spaces,,$237,"$419,900","1112 Linden Ave, Oak Park, IL 60302","1,775", No, 3, 2, 1,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will decrease 4.5% (↓) in the next year.This home is valued 1.2% lower (↓) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/1112-Linden-Ave-Oak-Park-IL-60302/3801312_zpid/,"4,965 sqft", 1
97,Condo,1963,Baseboard,Central,1 space,$486/mo,,"$209,000","1023 Washington Blvd #1A, Oak Park, IL 60302",, No, 2, 1, 1,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will fall 4.5% (↓) in the next year.This home is valued 50.8% lower (↓) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/1023-Washington-Blvd-1A-Oak-Park-IL-60302/3805628_zpid/,,
98,Single Family,1924,"Forced air, Gas",Central,2 spaces,,$234,"$729,900","1048 N Elmwood Ave, Oak Park, IL 60302","3,120", No, 4, 4, 3,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will fall 4.5% (↓) in the next year.This home is valued 71.7% higher (↑) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/1048-N-Elmwood-Ave-Oak-Park-IL-60302/3801562_zpid/,"6,229 sqft", 1
99,Condo,1927,Baseboard,Wall,None,$264/month,$125,"$109,000","240 S Maple Ave APT G, Oak Park, IL 60302",875, No, 1, 1, 1,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will decrease 4.5% (↓) in the next year.This home is valued 74.4% lower (↓) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/240-S-Maple-Ave-APT-G-Oak-Park-IL-60302/65544925_zpid/,,
100,Single Family,1926,Forced air,Central,2 spaces,,$237,"$209,900","1182 S Taylor Ave, Oak Park, IL 60304",887, No, 2, 2, 1,"Home values in 60304 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60304 will fall 4.3% (↓) in the next year.This home is valued 43.2% lower (↓) than the median home in 60304.The median Zestimate® for this neighborhood is $369,676.",https://www.zillow.com/homedetails/1182-S-Taylor-Ave-Oak-Park-IL-60304/3814866_zpid/,"3,149 sqft", 1
101,Multiple Occupancy,1909,Gas,Central,2 spaces,,$191,"$344,900","1123 S East Ave, Oak Park, IL 60304","1,805", No, 3, 3, 3,"Home values in 60304 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60304 will fall 4.3% (↓) in the next year.This home is valued 6.7% lower (↓) than the median home in 60304.The median Zestimate® for this neighborhood is $369,676.",https://www.zillow.com/homedetails/1123-S-East-Ave-Oak-Park-IL-60304/3817647_zpid/,,
102,Multiple Occupancy,1894,"Forced air, Gas",Central,5 spaces,,,"$589,900","433 Wisconsin Ave, Oak Park, IL 60302",, No, 5, 3, 3,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will decrease 4.5% (↓) in the next year.This home is valued 38.8% higher (↑) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/433-Wisconsin-Ave-Oak-Park-IL-60302/2078167302_zpid/,,
103,Condo,1915,Gas,Central,2 spaces,$358/month,$152,"$213,000","118 S East Ave APT 3N, Oak Park, IL 60302","1,400", No, 2, 1, 1,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will fall 4.5% (↓) in the next year.This home is valued 49.9% lower (↓) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/118-S-East-Ave-APT-3N-Oak-Park-IL-60302/2078172785_zpid/,,
104,Single Family,2008,"Forced air, Gas",Central,3 spaces,,$248,"$809,000","1046 Home Ave, Oak Park, IL 60304","3,262", No, 5, 4, 3,"Home values in 60304 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60304 will decrease 4.3% (↓) in the next year.This home is valued 118.8% higher (↑) than the median home in 60304.The median Zestimate® for this neighborhood is $369,676.",https://www.zillow.com/homedetails/1046-Home-Ave-Oak-Park-IL-60304/3816809_zpid/,"4,573 sqft", 1
105,Condo,1929,Gas,No Data,None,$490/month,No Data,"$214,900","601 Washington Blvd APT 1, Oak Park, IL 60302",, No, 3, 2, 2,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will fall 4.5% (↓) in the next year.This home is valued 49.4% lower (↓) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/601-Washington-Blvd-APT-1-Oak-Park-IL-60302/70463292_zpid/,,
106,Condo,1958,Forced air,Central,None,$230/month,$162,"$97,500","1339 N Harlem Ave APT 4, Oak Park, IL 60302",600, No, 1, 1, 1,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will decrease 4.5% (↓) in the next year.This home is valued 77.1% lower (↓) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/1339-N-Harlem-Ave-APT-4-Oak-Park-IL-60302/3800766_zpid/,,
107,Single Family,1930,Radiant,Central,3 spaces,,$131,"$780,000","1201 Fair Oaks Ave, Oak Park, IL 60302","5,973", No, 4, 5, 3,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will decrease 4.5% (↓) in the next year.This home is valued 83.5% higher (↑) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/1201-Fair-Oaks-Ave-Oak-Park-IL-60302/3801199_zpid/,"6,621 sqft", 2
108,Condo,No Data,Gas,No Data,No Data,$299/mo,,"$139,900","407 S East Ave APT 3, Oak Park, IL 60302",, No, 1, 1, 1,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will decrease 4.5% (↓) in the next year.This home is valued 67.1% lower (↓) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/407-S-East-Ave-APT-3-Oak-Park-IL-60302/2078207250_zpid/,,
109,Condo,1971,Gas,Central,1 space,$397/mo,$190,"$199,900","333 S East Ave APT 406, Oak Park, IL 60302","1,050", No, 2, 2, 2,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will fall 4.5% (↓) in the next year.This home is valued 53% lower (↓) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/333-S-East-Ave-APT-406-Oak-Park-IL-60302/2078220394_zpid/,,
110,Single Family,1913,No Data,Other,2 spaces,,$304,"$365,000","833 Forest Ave, Oak Park, IL 60302","1,200", No, 3, 2, 2,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will fall 4.5% (↓) in the next year.This home is valued 14.1% lower (↓) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/833-Forest-Ave-Oak-Park-IL-60302/3801835_zpid/,"5,394 sqft",
111,Single Family,1912,No Data,No Data,2 spaces,,$143,"$299,999","511 Highland Ave, Oak Park, IL 60304","2,100", No, 3, 2, 1,"Home values in 60304 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60304 will fall 4.3% (↓) in the next year.This home is valued 18.8% lower (↓) than the median home in 60304.The median Zestimate® for this neighborhood is $369,676.",https://www.zillow.com/homedetails/511-Highland-Ave-Oak-Park-IL-60304/3813336_zpid/,"3,136 sqft", 1
112,Condo,1921,Other,Refrigeration,2 spaces,$456/month,$169,"$225,000","715 Washington Blvd APT 2D, Oak Park, IL 60302","1,330", No, 2, 2, 2,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will fall 4.5% (↓) in the next year.This home is valued 47.1% lower (↓) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/715-Washington-Blvd-APT-2D-Oak-Park-IL-60302/3806562_zpid/,,
