,Type,Year built,Heating,Cooling,Parking,Lot,Total Price,Address,Square Feet,New construction,Bedrooms,Bathrooms,Full bathrooms,neighborhood_stats,URL,Half bathrooms,HOA,zip,median_nhv,location,Parking_Binned,address_clean
93,Single Family,1922.0,"Other, Gas","Refrigerator, Evaporative",2 spaces,3049.0,335000.0,"138 E Harvard Ave, Salt Lake City, UT 84111",1192.0, No,2.0,1.0,1.0,"Home values in Central City-Liberty Wells have risen 5.3 % (↑) over the past 12 months.Zillow predicts the home values in Central City-Liberty Wells will rise 7% (↑) in the next year.This home is valued 10.8% lower (↓) than the median home in Central City-Liberty Wells.The median Zestimate® for this neighborhood is $375,558.",https://www.zillow.com/homedetails/138-E-Harvard-Ave-Salt-Lake-City-UT-84111/12757401_zpid/,0,Yes,84111,375558.0,Salt Lake City,Yes,"138 E Harvard Ave, Salt Lake City, UT 84111"
94,Single Family,1946.0,Other,Central,1 space,6098.0,459000.0,"1506 S 2100 E, Salt Lake City, UT 84108",2224.0, No,3.0,1.0,1.0,"Home values in Bonneville Hills have risen 5.3 % (↑) over the past 12 months.Zillow predicts the home values in Bonneville Hills will increase 4.5% (↑) in the next year.This home is valued 30.1% lower (↓) than the median home in Bonneville Hills.The median Zestimate® for this neighborhood is $656,656.",https://www.zillow.com/homedetails/1506-S-2100-E-Salt-Lake-City-UT-84108/12764372_zpid/,0,Yes,84108,656656.0,Salt Lake City,Yes,"1506 S 2100 E, Salt Lake City, UT 84108"
95,Condo,2018.0,,None,,,267900.0,"14484 S Ronan Ln UNIT Q102, Herriman, UT 84096",1265.0, No,3.0,2.0,2.0,"Home values in 84096 have risen 3.4 % (↑) over the past 12 months.Zillow predicts the home values in 84096 will rise 3.6% (↑) in the next year.This home is valued 38.8% lower (↓) than the median home in 84096.The median Zestimate® for this neighborhood is $437,903.",https://www.zillow.com/homedetails/14484-S-Ronan-Ln-UNIT-Q102-Herriman-UT-84096/2077553742_zpid/,0,Yes,84096,437903.0,Herriman,No,14484 S Ronan Ln Herriman UT 84096
96,Multiple Occupancy,1914.0,Forced air,None,,,849900.0,"2791 S State St, Salt Lake City, UT 84115",2372.0, No,2.0,2.0,0.0,"Home values in 84115 have risen 5.3 % (↑) over the past 12 months.Zillow predicts the home values in 84115 will increase 6.3% (↑) in the next year.This home is valued 162.2% higher (↑) than the median home in 84115.The median Zestimate® for this neighborhood is $324,148.",https://www.zillow.com/homedetails/2791-S-State-St-Salt-Lake-City-UT-84115/2109029315_zpid/,0,Yes,84115,324148.0,Salt Lake City,No,"2791 S State St, Salt Lake City, UT 84115"
97,Townhouse,2002.0,Forced air,Central,2 spaces,,259000.0,"3699 S Botticelli Ct UNIT C, West Valley City, UT 84119",1265.0, No,3.0,2.0,2.0,"Home values in 84119 have risen 5.8 % (↑) over the past 12 months.Zillow predicts the home values in 84119 will increase 5.9% (↑) in the next year.This home is valued 11.8% lower (↓) than the median home in 84119.The median Zestimate® for this neighborhood is $293,648.",https://www.zillow.com/homedetails/3699-S-Botticelli-Ct-UNIT-C-West-Valley-City-UT-84119/2077554532_zpid/,0,Yes,84119,293648.0,West Valley City,Yes,3699 S Botticelli Ct West Valley City UT 84119
98,Townhouse,1999.0,Forced air,Central,1 space,435.0,290000.0,"14260 S Daisyfield Dr, Draper, UT 84020",1296.0, No,3.0,2.0,1.0,,https://www.zillow.com/homedetails/14260-S-Daisyfield-Dr-Draper-UT-84020/35982573_zpid/,1,Yes,84020,,Draper,Yes,"14260 S Daisyfield Dr, Draper, UT 84020"
99,Single Family,2015.0,,None,3 spaces,14374.8,889000.0,"3972 North 850 West, Lehi, UT 84043",4740.0, No,5.0,5.0,4.0,"Home values in 84043 have risen 4.9 % (↑) over the past 12 months.Zillow predicts the home values in 84043 will increase 4.9% (↑) in the next year.This home is valued 126.6% higher (↑) than the median home in 84043.The median Zestimate® for this neighborhood is $392,315.",https://www.zillow.com/homedetails/3972-North-850-West-Lehi-UT-84043/190540518_zpid/,1,Yes,84043,392315.0,Lehi,Yes,"3972 North 850 West, Lehi, UT 84043"
100,Single Family,2000.0,"Forced air, Gas",Central,2 spaces,9147.0,520000.0,"10255 N Forest Creek Dr, Cedar Hills, UT 84062",4170.0, No,7.0,4.0,3.0,"Home values in 84062 have risen 6.0 % (↑) over the past 12 months.Zillow predicts the home values in 84062 will rise 6% (↑) in the next year.This home is valued 34.2% higher (↑) than the median home in 84062.The median Zestimate® for this neighborhood is $387,393.",https://www.zillow.com/homedetails/10255-N-Forest-Creek-Dr-Cedar-Hills-UT-84062/51683793_zpid/,1,Yes,84062,387393.0,Cedar Hills,Yes,"10255 N Forest Creek Dr, Cedar Hills, UT 84062"
101,Multiple Occupancy,1980.0,Other,Evaporative,2 spaces,,249990.0,"5463 W Cyclamen Cv, West Jordan, UT 84081",1526.0, No,2.0,2.0,1.0,"Home values in 84081 have risen 5.3 % (↑) over the past 12 months.Zillow predicts the home values in 84081 will rise 5.1% (↑) in the next year.This home is valued 35.2% lower (↓) than the median home in 84081.The median Zestimate® for this neighborhood is $385,804.",https://www.zillow.com/homedetails/5463-W-Cyclamen-Cv-West-Jordan-UT-84081/12805414_zpid/,1,Yes,84081,385804.0,West Jordan,Yes,"5463 W Cyclamen Cv, West Jordan, UT 84081"
102,Condo,1973.0,Other,None,1 space,,224900.0,"1199 W 4300 S UNIT 14C, Taylorsville, UT 84123",894.0, No,2.0,1.0,1.0,"Home values in 84123 have risen 5.3 % (↑) over the past 12 months.Zillow predicts the home values in 84123 will rise 6% (↑) in the next year.This home is valued 37.1% lower (↓) than the median home in 84123.The median Zestimate® for this neighborhood is $357,346.",https://www.zillow.com/homedetails/1199-W-4300-S-UNIT-14C-Taylorsville-UT-84123/12809678_zpid/,0,No,84123,357346.0,Taylorsville,Yes,1199 W 4300 S Taylorsville UT 84123
103,Townhouse,2007.0,"Forced air, Gas",Central,2 spaces,871.0,325000.0,"3898 W Scarlet Sage Way, South Jordan, UT 84009",2161.0, No,3.0,4.0,2.0,"Home values in 84009 have risen 3.3 % (↑) over the past 12 months.Zillow predicts the home values in 84009 will rise 3.6% (↑) in the next year.This home is valued 24.2% lower (↓) than the median home in 84009.The median Zestimate® for this neighborhood is $428,858.",https://www.zillow.com/homedetails/3898-W-Scarlet-Sage-Way-South-Jordan-UT-84009/72628330_zpid/,2,Yes,84009,428858.0,South Jordan,Yes,"3898 W Scarlet Sage Way, South Jordan, UT 84009"
104,Multiple Occupancy,1978.0,Other,None,1 space,,320000.0,"753 E Village Way, Sandy, UT 84094",1084.0, No,2.0,2.0,1.0,"Home values in 84094 have risen 4.7 % (↑) over the past 12 months.Zillow predicts the home values in 84094 will rise 4.4% (↑) in the next year.This home is valued 12.9% lower (↓) than the median home in 84094.The median Zestimate® for this neighborhood is $367,478.",https://www.zillow.com/homedetails/753-E-Village-Way-Sandy-UT-84094/12911679_zpid/,1,Yes,84094,367478.0,Sandy,Yes,"753 E Village Way, Sandy, UT 84094"
105,Townhouse,2020.0,Gas,None,2 spaces,435.0,535000.0,"2599 S 700 E, Salt Lake City, UT 84106",1817.0, No,3.0,3.0,2.0,"Home values in Sugar House have risen 5.3 % (↑) over the past 12 months.Zillow predicts the home values in Sugar House will rise 4.5% (↑) in the next year.This home is valued 14.3% higher (↑) than the median home in Sugar House.The median Zestimate® for this neighborhood is $468,204.",https://www.zillow.com/homedetails/2599-S-700-E-Salt-Lake-City-UT-84106/2079223956_zpid/,1,Yes,84106,468204.0,Salt Lake City,Yes,"2599 S 700 E, Salt Lake City, UT 84106"
106,Single Family,1991.0,Other,Central,2 spaces,8276.0,335000.0,"4518 W Volta Ave, West Valley City, UT 84120",2048.0, No,4.0,2.0,2.0,"Home values in 84120 have risen 5.8 % (↑) over the past 12 months.Zillow predicts the home values in 84120 will rise 5.7% (↑) in the next year.This home is valued 9.4% higher (↑) than the median home in 84120.The median Zestimate® for this neighborhood is $306,114.",https://www.zillow.com/homedetails/4518-W-Volta-Ave-West-Valley-City-UT-84120/12747857_zpid/,0,Yes,84120,306114.0,West Valley City,Yes,"4518 W Volta Ave, West Valley City, UT 84120"
107,Single Family,1960.0,"Forced air, Gas",Central,6 spaces,10454.0,750000.0,"2891 E Branch Dr, Holladay, UT 84117",3308.0, No,5.0,3.0,3.0,"Home values in 84117 have risen 5.3 % (↑) over the past 12 months.Zillow predicts the home values in 84117 will increase 3.4% (↑) in the next year.This home is valued 58% higher (↑) than the median home in 84117.The median Zestimate® for this neighborhood is $474,747.",https://www.zillow.com/homedetails/2891-E-Branch-Dr-Holladay-UT-84117/12861602_zpid/,0,Yes,84117,474747.0,Holladay,Yes,"2891 E Branch Dr, Holladay, UT 84117"
108,Single Family,2000.0,Gas,None,,13503.6,390000.0,"5863 W Vogue Ct S, Herriman, UT 84096",2602.0, No,3.0,2.0,2.0,"Home values in 84096 have risen 3.4 % (↑) over the past 12 months.Zillow predicts the home values in 84096 will increase 3.6% (↑) in the next year.This home is valued 10.9% lower (↓) than the median home in 84096.The median Zestimate® for this neighborhood is $437,903.",https://www.zillow.com/homedetails/5863-W-Vogue-Ct-S-Herriman-UT-84096/2077556144_zpid/,0,Yes,84096,437903.0,Herriman,No,"5863 W Vogue Ct S, Herriman, UT 84096"
109,Single Family,2016.0,,None,2 spaces,5662.0,519900.0,"6141 W 8130 S, West Jordan, UT 84081",3801.0, No,5.0,4.0,3.0,"Home values in 84081 have risen 5.3 % (↑) over the past 12 months.Zillow predicts the home values in 84081 will increase 5.1% (↑) in the next year.This home is valued 34.8% higher (↑) than the median home in 84081.The median Zestimate® for this neighborhood is $385,804.",https://www.zillow.com/homedetails/6141-W-8130-S-West-Jordan-UT-84081/248885731_zpid/,1,Yes,84081,385804.0,West Jordan,Yes,"6141 W 8130 S, West Jordan, UT 84081"
110,Single Family,2006.0,"Forced air, Gas",Central,3 spaces,15681.6,600000.0,"3361 W Water St, Riverton, UT 84065",4128.0, No,5.0,4.0,3.0,"Home values in Riverton have risen 4.7 % (↑) over the past 12 months.Zillow predicts the home values in 84065 will increase 4.1% (↑) in the next year.This home is valued 39.4% higher (↑) than the median home in 84065.The median Zestimate® for this neighborhood is $430,414.",https://www.zillow.com/homedetails/3361-W-Water-St-Riverton-UT-84065/72631306_zpid/,1,Yes,84065,430414.0,Riverton,Yes,"3361 W Water St, Riverton, UT 84065"
111,Single Family,1954.0,Forced air,None,1 space,7405.0,239900.0,"2751 W 3150 S, West Valley, UT 84119",1125.0, No,3.0,1.0,1.0,"Home values in 84119 have risen 5.8 % (↑) over the past 12 months.Zillow predicts the home values in 84119 will rise 5.9% (↑) in the next year.This home is valued 18.3% lower (↓) than the median home in 84119.The median Zestimate® for this neighborhood is $293,648.",https://www.zillow.com/homedetails/2751-W-3150-S-West-Valley-UT-84119/12743928_zpid/,0,Yes,84119,293648.0,West Valley,Yes,"2751 W 3150 S, West Valley, UT 84119"
112,Single Family,2018.0,,None,3 spaces,10018.0,689900.0,"14628 S Annika Run Dr #25, Herriman, UT 84096",3497.0, Yes,3.0,2.0,2.0,"Home values in 84096 have risen 3.4 % (↑) over the past 12 months.Zillow predicts the home values in 84096 will increase 3.6% (↑) in the next year.This home is valued 57.5% higher (↑) than the median home in 84096.The median Zestimate® for this neighborhood is $437,903.",https://www.zillow.com/homedetails/14628-S-Annika-Run-Dr-25-Herriman-UT-84096/2077557742_zpid/,0,Yes,84096,437903.0,Herriman,Yes,14628 S Annika Run Dr Herriman UT 84096
113,Single Family,1924.0,,None,3 spaces,4791.0,325000.0,"20 W Layton Ave, Salt Lake City, UT 84115",1599.0, No,2.0,1.0,1.0,"Home values in 84115 have risen 5.3 % (↑) over the past 12 months.Zillow predicts the home values in People's Freeway will increase 6.3% (↑) in the next year.This home is valued 0.3% higher (↑) than the median home in People's Freeway.The median Zestimate® for this neighborhood is $324,148.",https://www.zillow.com/homedetails/20-W-Layton-Ave-Salt-Lake-City-UT-84115/2102697252_zpid/,0,Yes,84115,324148.0,Salt Lake City,Yes,"20 W Layton Ave, Salt Lake City, UT 84115"
114,Single Family,1987.0,,None,3 spaces,6969.0,290000.0,"4066 Powder Ridge Dr, West Valley City, UT 84128",1836.0, No,4.0,2.0,2.0,"Home values in 84128 have risen 5.8 % (↑) over the past 12 months.Zillow predicts the home values in 84128 will rise 6.4% (↑) in the next year.This home is valued 10.2% lower (↓) than the median home in 84128.The median Zestimate® for this neighborhood is $322,819.",https://www.zillow.com/homedetails/4066-Powder-Ridge-Dr-West-Valley-City-UT-84128/2077558177_zpid/,0,Yes,84128,322819.0,West Valley City,Yes,"4066 Powder Ridge Dr, West Valley City, UT 84128"
115,Single Family,1907.0,Forced air,Central,,4791.0,375000.0,"415 E 600 S, Salt Lake City, UT 84111",1136.0, No,2.0,1.0,1.0,"Home values in Salt Lake City have risen 4.7 % (↑) over the past 12 months.Zillow predicts the home values in Central City will rise 5.3% (↑) in the next year.This home is valued 10.7% lower (↓) than the median home in Central City.The median Zestimate® for this neighborhood is $419,987.",https://www.zillow.com/homedetails/415-E-600-S-Salt-Lake-City-UT-84111/12755895_zpid/,0,Yes,84111,419987.0,Salt Lake City,No,"415 E 600 S, Salt Lake City, UT 84111"
116,Townhouse,1981.0,Other,None,1 space,6098.0,214900.0,"9052 S Corliss Ave, West Jordan, UT 84088",840.0, No,2.0,1.0,1.0,"Home values in 84088 have risen 5.3 % (↑) over the past 12 months.Zillow predicts the home values in 84088 will increase 5.2% (↑) in the next year.This home is valued 43.3% lower (↓) than the median home in 84088.The median Zestimate® for this neighborhood is $378,893.",https://www.zillow.com/homedetails/9052-S-Corliss-Ave-West-Jordan-UT-84088/12893601_zpid/,0,Yes,84088,378893.0,West Jordan,Yes,"9052 S Corliss Ave, West Jordan, UT 84088"
117,Townhouse,2018.0,,None,2 spaces,,315900.0,"3791 W Pure Nirvana Ln, Herriman, UT 84096",, Yes,3.0,2.0,2.0,"Home values in 84096 have risen 3.4 % (↑) over the past 12 months.Zillow predicts the home values in 84096 will increase 3.6% (↑) in the next year.This home is valued 27.9% lower (↓) than the median home in 84096.The median Zestimate® for this neighborhood is $437,903.",https://www.zillow.com/homedetails/3791-W-Pure-Nirvana-Ln-Herriman-UT-84096/2077558650_zpid/,0,Yes,84096,437903.0,Herriman,Yes,"3791 W Pure Nirvana Ln, Herriman, UT 84096"
118,Single Family,1947.0,Other,Central,2 spaces,12196.8,499000.0,"4465 S Arcadia Ln, Holladay, UT 84124",2372.0, No,3.0,1.0,1.0,"Home values in 84124 have risen 5.3 % (↑) over the past 12 months.Zillow predicts the home values in 84124 will increase 3.3% (↑) in the next year.This home is valued 10.3% lower (↓) than the median home in 84124.The median Zestimate® for this neighborhood is $556,483.",https://www.zillow.com/homedetails/4465-S-Arcadia-Ln-Holladay-UT-84124/12851455_zpid/,0,Yes,84124,556483.0,Holladay,Yes,"4465 S Arcadia Ln, Holladay, UT 84124"
119,Single Family,2005.0,Other,Central,2 spaces,8276.0,449900.0,"4669 W Zia Ct, Riverton, UT 84096",2911.0, No,4.0,3.0,2.0,"Home values in 84096 have risen 3.4 % (↑) over the past 12 months.Zillow predicts the home values in 84096 will increase 3.6% (↑) in the next year.This home is valued 2.7% higher (↑) than the median home in 84096.The median Zestimate® for this neighborhood is $437,903.",https://www.zillow.com/homedetails/4669-W-Zia-Ct-Riverton-UT-84096/63343493_zpid/,1,Yes,84096,437903.0,Riverton,Yes,"4669 W Zia Ct, Riverton, UT 84096"
120,Single Family,2018.0,,None,2 spaces,8276.0,425000.0,"5256 W Park Valley Cir, Kearns, UT 84118",2879.0, No,3.0,2.0,2.0,"Home values in 84118 have risen 5.3 % (↑) over the past 12 months.Zillow predicts the home values in Park Ridge will increase 5.2% (↑) in the next year.This home is valued 46% higher (↑) than the median home in Park Ridge.The median Zestimate® for this neighborhood is $291,158.",https://www.zillow.com/homedetails/5256-W-Park-Valley-Cir-Kearns-UT-84118/250981938_zpid/,0,Yes,84118,291158.0,Kearns,Yes,"5256 W Park Valley Cir, Kearns, UT 84118"
121,Single Family,1999.0,Other,None,2 spaces,8276.0,375000.0,"6454 S Wakefield Way, West Valley City, UT 84118",1879.0, No,4.0,3.0,2.0,"Home values in 84118 have risen 5.3 % (↑) over the past 12 months.Zillow predicts the home values in Diamond Summit will rise 5.2% (↑) in the next year.This home is valued 28.8% higher (↑) than the median home in Diamond Summit.The median Zestimate® for this neighborhood is $291,158.",https://www.zillow.com/homedetails/6454-S-Wakefield-Way-West-Valley-City-UT-84118/12804954_zpid/,1,Yes,84118,291158.0,West Valley City,Yes,"6454 S Wakefield Way, West Valley City, UT 84118"
122,Multiple Occupancy,1899.0,Other,Central,,,368000.0,"427 E Sego Ave, Salt Lake City, UT 84111",1340.0, No,2.0,2.0,0.0,"Home values in Salt Lake City have risen 4.7 % (↑) over the past 12 months.Zillow predicts the home values in Central City will increase 5.3% (↑) in the next year.This home is valued 12.4% lower (↓) than the median home in Central City.The median Zestimate® for this neighborhood is $419,987.",https://www.zillow.com/homedetails/427-E-Sego-Ave-Salt-Lake-City-UT-84111/12755942_zpid/,0,Yes,84111,419987.0,Salt Lake City,No,"427 E Sego Ave, Salt Lake City, UT 84111"
123,Single Family,2020.0,,None,2 spaces,,391900.0,"Buildable plan: Stratton, Primrose : Villages, Saratoga Springs, UT 84045",, Yes,4.0,3.0,2.0,"Home values in 84045 have risen 4.9 % (↑) over the past 12 months.Zillow predicts the home values in 84045 will rise 4.9% (↑) in the next year.This home is valued 0.7% lower (↓) than the median home in 84045.The median Zestimate® for this neighborhood is $394,532.",https://www.zillow.com/community/primrose-villages/2078523033_zpid/,1,Yes,84045,394532.0,Saratoga Springs,Yes,"Buildable plan: Stratton, Primrose : Villages, Saratoga Springs, UT 84045"
124,Single Family,1995.0,"Forced air, Other, Stove, Gas",Central,6 spaces,14374.8,680000.0,"1128 W Wasatch Downs Dr, South Jordan, UT 84095",4480.0, No,5.0,3.0,0.0,"Home values in 84095 have risen 3.3 % (↑) over the past 12 months.Zillow predicts the home values in 84095 will increase 3.7% (↑) in the next year.This home is valued 30.7% higher (↑) than the median home in 84095.The median Zestimate® for this neighborhood is $520,177.",https://www.zillow.com/homedetails/1128-W-Wasatch-Downs-Dr-South-Jordan-UT-84095/12898217_zpid/,0,Yes,84095,520177.0,South Jordan,Yes,"1128 W Wasatch Downs Dr, South Jordan, UT 84095"
125,Single Family,2008.0,"Forced air, Gas",Central,2 spaces,5227.0,450000.0,"2496 W 2250 N, Lehi, UT 84043",3002.0, No,6.0,3.0,3.0,"Home values in 84043 have risen 4.9 % (↑) over the past 12 months.Zillow predicts the home values in 84043 will increase 4.9% (↑) in the next year.This home is valued 14.7% higher (↑) than the median home in 84043.The median Zestimate® for this neighborhood is $392,315.",https://www.zillow.com/homedetails/2496-W-2250-N-Lehi-UT-84043/89198908_zpid/,0,Yes,84043,392315.0,Lehi,Yes,"2496 W 2250 N, Lehi, UT 84043"
126,Single Family,2004.0,Forced air,None,,10454.0,599900.0,"10363 N 6680 W, Highland, UT 84003",2960.0, No,6.0,3.0,0.0,"Home values in 84003 have risen 5.5 % (↑) over the past 12 months.Zillow predicts the home values in 84003 will increase 5.6% (↑) in the next year.This home is valued 35.5% higher (↑) than the median home in 84003.The median Zestimate® for this neighborhood is $442,706.",https://www.zillow.com/homedetails/10363-N-6680-W-Highland-UT-84003/65203273_zpid/,0,Yes,84003,442706.0,Highland,No,"10363 N 6680 W, Highland, UT 84003"
127,Single Family,1962.0,,None,,10018.0,1390000.0,"4715 S Bron Breck St E, Salt Lake City, UT 84117",3818.0, No,4.0,4.0,3.0,"Home values in 84117 have risen 5.3 % (↑) over the past 12 months.Zillow predicts the home values in 84117 will increase 3.4% (↑) in the next year.This home is valued 192.8% higher (↑) than the median home in 84117.The median Zestimate® for this neighborhood is $474,747.",https://www.zillow.com/homedetails/4715-S-Bron-Breck-St-E-Salt-Lake-City-UT-84117/2077562591_zpid/,1,Yes,84117,474747.0,Salt Lake City,No,"4715 S Bron Breck St E, Salt Lake City, UT 84117"
128,Single Family,1954.0,"Forced air, Gas",None,8 spaces,11325.6,369900.0,"581 E 9400 S, Sandy, UT 84070",1908.0, No,4.0,2.0,2.0,"Home values in 84070 have risen 4.7 % (↑) over the past 12 months.Zillow predicts the home values in 84070 will increase 5.3% (↑) in the next year.This home is valued 4.1% higher (↑) than the median home in 84070.The median Zestimate® for this neighborhood is $355,188.",https://www.zillow.com/homedetails/581-E-9400-S-Sandy-UT-84070/12913480_zpid/,0,Yes,84070,355188.0,Sandy,Yes,"581 E 9400 S, Sandy, UT 84070"
129,Single Family,2020.0,,None,2 spaces,,497900.0,"Buildable plan: Sun Valley, Primrose : Estates, Saratoga Springs, UT 84045",, Yes,5.0,3.0,2.0,"Home values in 84045 have risen 4.9 % (↑) over the past 12 months.Zillow predicts the home values in 84045 will increase 4.9% (↑) in the next year.This home is valued 26.2% higher (↑) than the median home in 84045.The median Zestimate® for this neighborhood is $394,532.",https://www.zillow.com/community/primrose-estates/2078523030_zpid/,1,Yes,84045,394532.0,Saratoga Springs,Yes,"Buildable plan: Sun Valley, Primrose : Estates, Saratoga Springs, UT 84045"
130,Condo,1972.0,"Other, Gas",None,1 space,,150000.0,"4147 S 2700 W APT 1B, Taylorsville, UT 84129",710.0, No,1.0,1.0,1.0,"Home values in 84128 have risen 5.8 % (↑) over the past 12 months.Zillow predicts the home values in 84128 will rise 6.4% (↑) in the next year.This home is valued 53.5% lower (↓) than the median home in 84128.The median Zestimate® for this neighborhood is $322,819.",https://www.zillow.com/homedetails/4147-S-2700-W-APT-1B-Taylorsville-UT-84129/12812108_zpid/,0,No,84129,322819.0,Taylorsville,Yes,4147 S 2700 W Taylorsville UT 84129
131,Condo,1983.0,,None,1 space,,375000.0,"48 W 300 S APT 406N, Salt Lake City, UT 84101",1509.0, No,2.0,2.0,2.0,"Home values in Downtown Salt Lake City have risen 5.3 % (↑) over the past 12 months.Zillow predicts the home values in Downtown will decrease 0.3% (↓) in the next year.This home is valued 8.5% lower (↓) than the median home in Downtown.The median Zestimate® for this neighborhood is $409,706.",https://www.zillow.com/homedetails/48-W-300-S-APT-406N-Salt-Lake-City-UT-84101/2081196880_zpid/,0,No,84101,409706.0,Salt Lake City,Yes,48 W 300 S Salt Lake City UT 84101
132,Single Family,2007.0,Forced air,Central,3 spaces,10018.0,835000.0,"1422 E Maple Ave, Salt Lake City, UT 84106",7447.0, No,8.0,4.0,4.0,"Home values in 84106 have risen 5.3 % (↑) over the past 12 months.Zillow predicts the home values in 84106 will rise 4.4% (↑) in the next year.This home is valued 99.4% higher (↑) than the median home in 84106.The median Zestimate® for this neighborhood is $418,741.",https://www.zillow.com/homedetails/1422-E-Maple-Ave-Salt-Lake-City-UT-84106/83830427_zpid/,0,Yes,84106,418741.0,Salt Lake City,Yes,"1422 E Maple Ave, Salt Lake City, UT 84106"
133,Single Family,1987.0,"Forced air, Gas",None,,6969.0,319900.0,"6005 W Torrington Ct S, Salt Lake City, UT 84118",1700.0, No,3.0,2.0,2.0,"Home values in 84118 have risen 5.3 % (↑) over the past 12 months.Zillow predicts the home values in 84118 will rise 5.2% (↑) in the next year.This home is valued 9.9% higher (↑) than the median home in 84118.The median Zestimate® for this neighborhood is $291,158.",https://www.zillow.com/homedetails/6005-W-Torrington-Ct-S-Salt-Lake-City-UT-84118/2077563565_zpid/,0,Yes,84118,291158.0,Salt Lake City,No,"6005 W Torrington Ct S, Salt Lake City, UT 84118"
134,Single Family,1987.0,Other,None,2 spaces,6534.0,319900.0,"5719 W 4510 S, West Valley, UT 84128",1800.0, No,3.0,2.0,2.0,"Home values in 84128 have risen 5.8 % (↑) over the past 12 months.Zillow predicts the home values in 84128 will increase 6.4% (↑) in the next year.This home is valued 0.9% lower (↓) than the median home in 84128.The median Zestimate® for this neighborhood is $322,819.",https://www.zillow.com/homedetails/5719-W-4510-S-West-Valley-UT-84128/12800009_zpid/,0,Yes,84128,322819.0,West Valley,Yes,"5719 W 4510 S, West Valley, UT 84128"
135,Multiple Occupancy,1975.0,"Forced air, Gas",Central,2 spaces,,435000.0,"7721 S Avondale Dr, Cottonwood Heights, UT 84121",2400.0, No,3.0,2.0,2.0,,https://www.zillow.com/homedetails/7721-S-Avondale-Dr-Cottonwood-Heights-UT-84121/12874070_zpid/,0,Yes,84121,,Cottonwood Heights,Yes,"7721 S Avondale Dr, Cottonwood Heights, UT 84121"
136,Single Family,2017.0,,None,3 spaces,12632.4,549900.0,"6518 W 7830 S, West Jordan, UT 84081",3629.0, No,5.0,4.0,3.0,"Home values in 84081 have risen 5.3 % (↑) over the past 12 months.Zillow predicts the home values in 84081 will rise 5.1% (↑) in the next year.This home is valued 42.5% higher (↑) than the median home in 84081.The median Zestimate® for this neighborhood is $385,804.",https://www.zillow.com/homedetails/6518-W-7830-S-West-Jordan-UT-84081/251207744_zpid/,1,Yes,84081,385804.0,West Jordan,Yes,"6518 W 7830 S, West Jordan, UT 84081"
137,Single Family,2001.0,"Other, Gas",Central,3 spaces,7405.0,399900.0,"14264 S Crown Rose Dr, Herriman, UT 84096",1930.0, No,4.0,3.0,2.0,"Home values in 84096 have risen 3.4 % (↑) over the past 12 months.Zillow predicts the home values in 84096 will rise 3.6% (↑) in the next year.This home is valued 8.7% lower (↓) than the median home in 84096.The median Zestimate® for this neighborhood is $437,903.",https://www.zillow.com/homedetails/14264-S-Crown-Rose-Dr-Herriman-UT-84096/55205463_zpid/,1,Yes,84096,437903.0,Herriman,Yes,"14264 S Crown Rose Dr, Herriman, UT 84096"
138,Multiple Occupancy,1975.0,"Forced air, Other, Gas",Central,2 spaces,,442000.0,"7719 S Avondale Dr, Cottonwood Heights, UT 84121",2400.0, No,3.0,2.0,2.0,,https://www.zillow.com/homedetails/7719-S-Avondale-Dr-Cottonwood-Heights-UT-84121/12874069_zpid/,0,Yes,84121,,Cottonwood Heights,Yes,"7719 S Avondale Dr, Cottonwood Heights, UT 84121"
139,Single Family,2010.0,Other,Central,3 spaces,14810.4,614500.0,"14361 S Fort Duchesne Cv, Herriman, UT 84096",3946.0, No,6.0,4.0,3.0,"Home values in 84096 have risen 3.4 % (↑) over the past 12 months.Zillow predicts the home values in 84096 will increase 3.6% (↑) in the next year.This home is valued 40.3% higher (↑) than the median home in 84096.The median Zestimate® for this neighborhood is $437,903.",https://www.zillow.com/homedetails/14361-S-Fort-Duchesne-Cv-Herriman-UT-84096/97752699_zpid/,1,Yes,84096,437903.0,Herriman,Yes,"14361 S Fort Duchesne Cv, Herriman, UT 84096"
140,Single Family,2020.0,"Heat pump, Gas",None,,,176900.0,"Buildable plan: Deer Valley, Winchester Estates, Salt Lake City, UT 84123",, Yes,3.0,2.0,2.0,"Home values in 84123 have risen 5.3 % (↑) over the past 12 months.Zillow predicts the home values in 84123 will rise 6% (↑) in the next year.This home is valued 50.5% lower (↓) than the median home in 84123.The median Zestimate® for this neighborhood is $357,346.",https://www.zillow.com/community/winchester-estates/2080589291_zpid/,0,Yes,84123,357346.0,Salt Lake City,No,"Buildable plan: Deer Valley, Winchester Estates, Salt Lake City, UT 84123"
141,,2005.0,,None,,,624900.0,"2002 E Stonecroft Way, Sandy, UT 84092",, Yes,3.0,3.0,2.0,"Home values in 84092 have risen 4.7 % (↑) over the past 12 months.Zillow predicts the home values in 84092 will rise 4.4% (↑) in the next year.This home is valued 13.2% higher (↑) than the median home in 84092.The median Zestimate® for this neighborhood is $552,092.",https://www.zillow.com/community/stonecroft/2078404607_zpid/,1,Yes,84092,552092.0,Sandy,No,"2002 E Stonecroft Way, Sandy, UT 84092"
