,Type,Year built,Heating,Cooling,Parking,Total Price,Address,New construction,Bedrooms,Bathrooms,Full bathrooms,neighborhood_stats,URL,Lot,Square Feet,HOA,Half bathrooms,Status
205,Single Family,2006.0,Gas,Central,4 spaces,225000.0,"1502 S Karlov Ave, Chicago, IL 60623", No,3,3.0,3.0,"Home values in 60623 have risen 0.6% () over the past 12 months.Zillow predicts the home values in Lawndale will rise 2.9% () in the next year.This home is valued 55.2% higher () than the median home in Lawndale.The median Zestimate for this neighborhood is $144,981.",https://www.zillow.com/homedetails/1502-S-Karlov-Ave-Chicago-IL-60623/80808990_zpid/,3131.0,1526.0,,0,For Sale
206,Single Family,1977.0,"Forced air, Electric, Gas",Central,7 spaces,899900.0,"5673 N Las Casas Ave, Chicago, IL 60646", No,5,6.0,5.0,"Home values in Edgebrook have risen 0.6% () over the past 12 months.Zillow predicts the home values in Edgebrook will fall 1.4% () in the next year.This home is valued 105.5% higher () than the median home in Edgebrook.The median Zestimate for this neighborhood is $437,853.",https://www.zillow.com/homedetails/5673-N-Las-Casas-Ave-Chicago-IL-60646/3624872_zpid/,6098.0,3624.0,,1,For Sale
207,Single Family,1951.0,Forced air,Central,1 space,369900.0,"3356 N Pittsburgh Ave, Chicago, IL 60634", No,4,3.0,2.0,"Home values in Belmont Terrace have risen 0.6% () over the past 12 months.Zillow predicts the home values in Belmont Terrace will fall 3.7% () in the next year.This home is valued 38.2% higher () than the median home in Belmont Terrace.The median Zestimate for this neighborhood is $267,637.",https://www.zillow.com/homedetails/3356-N-Pittsburgh-Ave-Chicago-IL-60634/3596498_zpid/,4443.0,2200.0,,1,For Sale
208,Single Family,1960.0,Gas,Central,2 spaces,299900.0,"6325 W Berenice Ave, Chicago, IL 60634", No,5,2.0,2.0,"Home values in Portage Park have risen 0.6% () over the past 12 months.Zillow predicts the home values in Portage Park will decrease 2% () in the next year.This home is valued 3.5% higher () than the median home in Portage Park.The median Zestimate for this neighborhood is $289,874.",https://www.zillow.com/homedetails/6325-W-Berenice-Ave-Chicago-IL-60634/3658829_zpid/,3092.0,969.0,,0,For Sale
209,Multiple Occupancy,1890.0,Forced air,Central,,378000.0,"3659 S Wood St, Chicago, IL 60609", No,6,3.0,3.0,"Home values in McKinley Park have risen 0.6% () over the past 12 months.Zillow predicts the home values in McKinley Park will decrease 2.5% () in the next year.This home is valued 58.9% higher () than the median home in McKinley Park.The median Zestimate for this neighborhood is $237,941.",https://www.zillow.com/homedetails/3659-S-Wood-St-Chicago-IL-60609/158884674_zpid/,,400.0,,0,For Sale
210,Single Family,1960.0,"Electric, Gas",Central,2 spaces,199900.0,"9806 S Escanaba Ave, Chicago, IL 60617", No,3,2.0,1.0,"Home values in South Deering have risen 0.6% () over the past 12 months.Zillow predicts the home values in South Deering will increase 2.6% () in the next year.This home is valued 115.3% higher () than the median home in South Deering.The median Zestimate for this neighborhood is $92,849.",https://www.zillow.com/homedetails/9806-S-Escanaba-Ave-Chicago-IL-60617/4168465_zpid/,4229.0,2400.0,,1,For Sale
211,Multiple Occupancy,1910.0,Gas,None,4 spaces,385000.0,"3934 N Sawyer Ave, Chicago, IL 60618", No,6,3.0,3.0,"Home values in Irving Park have risen 0.6% () over the past 12 months.Zillow predicts the home values in Irving Park will decrease 1.1% () in the next year.This home is valued 4.1% lower () than the median home in Irving Park.The median Zestimate for this neighborhood is $401,421.",https://www.zillow.com/homedetails/3934-N-Sawyer-Ave-Chicago-IL-60618/2125203659_zpid/,,,,0,For Sale
212,Single Family,1973.0,Gas,Central,,85000.0,"5210 S Emerald Ave, Chicago, IL 60609", No,4,2.0,1.0,"Home values in Back of the Yards have risen 0.6% () over the past 12 months.Zillow predicts the home values in Back of the Yards will increase 12.3% () in the next year.This home is valued 9.1% lower () than the median home in Back of the Yards.The median Zestimate for this neighborhood is $93,520.",https://www.zillow.com/homedetails/5210-S-Emerald-Ave-Chicago-IL-60609/3984038_zpid/,5052.0,1000.0,,1,For Sale
213,Single Family,1902.0,Gas,None,2 spaces,85000.0,"11810 S Parnell Ave, Chicago, IL 60628", No,4,1.0,1.0,"Home values in West Pullman have risen 0.6% () over the past 12 months.Zillow predicts the home values in West Pullman will increase 11.3% () in the next year.This home is valued 11.7% lower () than the median home in West Pullman.The median Zestimate for this neighborhood is $96,277.",https://www.zillow.com/homedetails/11810-S-Parnell-Ave-Chicago-IL-60628/4154063_zpid/,3702.0,1200.0,,0,For Sale
214,Single Family,1924.0,Gas,None,,130000.0,"9227 S La Salle St, Chicago, IL 60620", No,3,1.0,1.0,"Home values in 60620 have risen 0.6% () over the past 12 months.Zillow predicts the home values in Princeton Park will fall 1.9% () in the next year.This home is valued 0.1% lower () than the median home in Princeton Park.The median Zestimate for this neighborhood is $130,070.",https://www.zillow.com/homedetails/9227-S-La-Salle-St-Chicago-IL-60620/4120036_zpid/,4338.0,1004.0,,0,For Sale
215,Multi Family,1908.0,Gas,None,2 spaces,450000.0,"4303 N Avers Ave, Chicago, IL 60618", No,5,3.0,3.0,"Home values in Irving Park have risen 0.6% () over the past 12 months.Zillow predicts the home values in Irving Park will decrease 1.1% () in the next year.This home is valued 12.1% higher () than the median home in Irving Park.The median Zestimate for this neighborhood is $401,421.",https://www.zillow.com/homedetails/4303-N-Avers-Ave-Chicago-IL-60618/2077637607_zpid/,,,,0,For Sale
216,Multi Family,1912.0,Forced air,None,2 spaces,179900.0,"8735 S Escanaba Ave, Chicago, IL 60617", No,11,5.0,4.0,"Home values in South Chicago have risen 0.6% () over the past 12 months.Zillow predicts the home values in South Chicago will fall 5.1% () in the next year.This home is valued 85.9% higher () than the median home in South Chicago.The median Zestimate for this neighborhood is $96,782.",https://www.zillow.com/homedetails/8735-S-Escanaba-Ave-Chicago-IL-60617/159239536_zpid/,,1238.0,,1,For Sale
217,Single Family,1957.0,Gas,Central,2 spaces,129900.0,"13455 S Green Bay Ave, Chicago, IL 60633", No,4,1.0,1.0,"Home values in Hegewisch have risen 0.6% () over the past 12 months.Zillow predicts the home values in Hegewisch will rise 3.8% () in the next year.This home is valued 5.6% lower () than the median home in Hegewisch.The median Zestimate for this neighborhood is $137,622.",https://www.zillow.com/homedetails/13455-S-Green-Bay-Ave-Chicago-IL-60633/4175911_zpid/,4064.0,1296.0,,0,For Sale
218,Multi Family,1919.0,Forced air,None,,199000.0,"3558 W Huron St, Chicago, IL 60624", No,4,2.0,2.0,"Home values in East Garfield Park have risen 0.6% () over the past 12 months.Zillow predicts the home values in East Garfield Park will increase 8.8% () in the next year.This home is valued 24.3% higher () than the median home in East Garfield Park.The median Zestimate for this neighborhood is $160,150.",https://www.zillow.com/homedetails/3558-W-Huron-St-Chicago-IL-60624/2107645888_zpid/,,,,0,For Sale
219,Condo,2006.0,"Forced air, Gas",Central,1 space,364900.0,"4913 N Kenmore Ave APT 3N, Chicago, IL 60640", No,2,2.0,2.0,"Home values in Uptown have risen 0.6% () over the past 12 months.Zillow predicts the home values in Uptown will rise 2% () in the next year.This home is valued 20.2% higher () than the median home in Uptown.The median Zestimate for this neighborhood is $303,469.",https://www.zillow.com/homedetails/4913-N-Kenmore-Ave-APT-3N-Chicago-IL-60640/80833648_zpid/,,1350.0,217.0,0,For Sale
220,Condo,1999.0,Forced air,Central,2 spaces,244900.0,"2409 W Flournoy St #B, Chicago, IL 60612", No,2,2.0,1.0,"Home values in Tri-Taylor have risen 0.6% () over the past 12 months.Zillow predicts the home values in Tri-Taylor will decrease 2.1% () in the next year.This home is valued 6% lower () than the median home in Tri-Taylor.The median Zestimate for this neighborhood is $260,631.",https://www.zillow.com/homedetails/2409-W-Flournoy-St-B-Chicago-IL-60612/54535555_zpid/,,1600.0,217.0,1,For Sale
221,Condo,1999.0,Forced air,Central,1 space,429000.0,"1546 N Hoyne Ave APT 2, Chicago, IL 60622", No,2,2.0,2.0,"Home values in Wicker Park have risen 0.6% () over the past 12 months.Zillow predicts the home values in Wicker Park will rise 1.1% () in the next year.This home is valued 26.7% lower () than the median home in Wicker Park.The median Zestimate for this neighborhood is $585,609.",https://www.zillow.com/homedetails/1546-N-Hoyne-Ave-APT-2-Chicago-IL-60622/54537130_zpid/,,1100.0,162.0,0,For Sale
222,Townhouse,2001.0,"Forced air, Gas",Central,2 spaces,564900.0,"2455 W Ohio St UNIT 13E, Chicago, IL 60612", No,3,3.0,3.0,"Home values in West Town have risen 0.6% () over the past 12 months.Zillow predicts the home values in West Town will rise 1.7% () in the next year.This home is valued 11.3% higher () than the median home in West Town.The median Zestimate for this neighborhood is $507,475.",https://www.zillow.com/homedetails/2455-W-Ohio-St-UNIT-13E-Chicago-IL-60612/113950920_zpid/,,2400.0,,0,For Sale
223,Condo,2012.0,Heat pump,Central,2 spaces,3850000.0,"2550 N Lakeview Ave UNIT S2803, Chicago, IL 60614", No,4,5.0,,"Home values in Lincoln Park have risen 0.6% () over the past 12 months.Zillow predicts the home values in Lincoln Park will fall 0.8% () in the next year.This home is valued 596.5% higher () than the median home in Lincoln Park.The median Zestimate for this neighborhood is $552,789.",https://www.zillow.com/homedetails/2550-N-Lakeview-Ave-UNIT-S2803-Chicago-IL-60614/123559823_zpid/,,3679.0,,0,For Sale
224,Condo,1965.0,Radiant,Wall,1 space,1450000.0,"1440 N Lake Shore Dr #22ABCD, Chicago, IL 60610", No,3,5.0,,"Home values in Gold Coast have risen 0.6% () over the past 12 months.Zillow predicts the home values in Gold Coast will fall 2% () in the next year.This home is valued 172.4% higher () than the median home in Gold Coast.The median Zestimate for this neighborhood is $532,399.",https://www.zillow.com/homedetails/1440-N-Lake-Shore-Dr-22ABCD-Chicago-IL-60610/2077638434_zpid/,,4800.0,,0,For Sale
225,Multiple Occupancy,1929.0,Forced air,Central,2 spaces,319900.0,"1917 S Ridgeway Ave, Chicago, IL 60623", No,6,5.0,3.0,"Home values in 60623 have risen 0.6% () over the past 12 months.Zillow predicts the home values in Lawndale will increase 2.9% () in the next year.This home is valued 120.6% higher () than the median home in Lawndale.The median Zestimate for this neighborhood is $144,981.",https://www.zillow.com/homedetails/1917-S-Ridgeway-Ave-Chicago-IL-60623/2137137124_zpid/,,,,2,For Sale
226,Single Family,1891.0,"Forced air, Gas",None,2 spaces,124000.0,"2023 W James St, Chicago, IL 60609", No,3,2.0,1.0,"Home values in Back of the Yards have risen 0.6% () over the past 12 months.Zillow predicts the home values in Back of the Yards will increase 12.3% () in the next year.This home is valued 32.6% higher () than the median home in Back of the Yards.The median Zestimate for this neighborhood is $93,520.",https://www.zillow.com/homedetails/2023-W-James-St-Chicago-IL-60609/3982317_zpid/,3550.0,3550.0,,1,For Sale
227,Multiple Occupancy,,Gas,None,,649000.0,"4050 N Hermitage Ave, Chicago, IL 60613", No,8,4.0,4.0,"Home values in 60613 have risen 0.6% () over the past 12 months.Zillow predicts the home values in South East Ravenswood will rise 0.2% () in the next year.This home is valued 85.2% higher () than the median home in South East Ravenswood.The median Zestimate for this neighborhood is $350,517.",https://www.zillow.com/homedetails/4050-N-Hermitage-Ave-Chicago-IL-60613/2094001218_zpid/,,,,0,For Sale
228,Single Family,1890.0,"Forced air, Gas",None,2 spaces,315000.0,"3214 S Racine Ave, Chicago, IL 60608", No,4,2.0,2.0,"Home values in Bridgeport have risen 0.6% () over the past 12 months.Zillow predicts the home values in Bridgeport will decrease 0.2% () in the next year.This home is valued 13.1% lower () than the median home in Bridgeport.The median Zestimate for this neighborhood is $362,289.",https://www.zillow.com/homedetails/3214-S-Racine-Ave-Chicago-IL-60608/2077639651_zpid/,,1633.0,,0,For Sale
229,Multiple Occupancy,1916.0,Forced air,Central,6 spaces,660000.0,"4518 N Central Park Ave, Chicago, IL 60625", No,9,3.0,3.0,"Home values in Albany Park have risen 0.6% () over the past 12 months.Zillow predicts the home values in Albany Park will fall 1.1% () in the next year.This home is valued 109.7% higher () than the median home in Albany Park.The median Zestimate for this neighborhood is $314,708.",https://www.zillow.com/homedetails/4518-N-Central-Park-Ave-Chicago-IL-60625/2111340236_zpid/,,1360.0,,0,For Sale
230,Condo,1985.0,"Forced air, Electric",Other,,165000.0,"801 S Plymouth Ct APT 308, Chicago, IL 60605", No,1,1.0,1.0,"Home values in 60605 have risen 0.6% () over the past 12 months.Zillow predicts the home values in Dearborn Park will increase 1.6% () in the next year.This home is valued 57.2% lower () than the median home in Dearborn Park.The median Zestimate for this neighborhood is $385,652.",https://www.zillow.com/homedetails/801-S-Plymouth-Ct-APT-308-Chicago-IL-60605/3872761_zpid/,,900.0,404.0,0,For Sale
231,Condo,1926.0,Gas,Central,,164000.0,"(Undisclosed Address), Chicago, IL 60625", No,2,2.0,2.0,"Home values in Albany Park have risen 0.6% () over the past 12 months.Zillow predicts the home values in Albany Park will fall 1.1% () in the next year.This home is valued 47.9% lower () than the median home in Albany Park.The median Zestimate for this neighborhood is $314,708.",https://www.zillow.com/homedetails/Chicago-IL-60625/2136435701_zpid/,,1200.0,248.0,0,For Sale
232,Condo,,"Forced air, Gas",Central,1 space,1100000.0,"1400 W Monroe St #5E, Chicago, IL 60607", Yes,3,3.0,2.0,"Home values in Near West Side have risen 0.6% () over the past 12 months.Zillow predicts the home values in Near West Side will increase 1.8% () in the next year.This home is valued 161.4% higher () than the median home in Near West Side.The median Zestimate for this neighborhood is $420,759.",https://www.zillow.com/homedetails/1400-W-Monroe-St-5E-Chicago-IL-60607/2077640709_zpid/,,1821.0,483.0,1,For Sale
233,Single Family,1916.0,"Forced air, Gas",Central,2 spaces,425000.0,"4922 W Henderson St, Chicago, IL 60641", No,4,3.0,3.0,"Home values in Cragin have risen 0.6% () over the past 12 months.Zillow predicts the home values in Cragin will fall 1.8% () in the next year.This home is valued 62.9% higher () than the median home in Cragin.The median Zestimate for this neighborhood is $260,825.",https://www.zillow.com/homedetails/4922-W-Henderson-St-Chicago-IL-60641/3664704_zpid/,3750.0,1718.0,,0,For Sale
234,Condo,1962.0,Baseboard,Wall,1 space,170000.0,"3037 W Montrose Ave APT 2A, Chicago, IL 60618", No,2,1.0,1.0,"Home values in Irving Park have risen 0.6% () over the past 12 months.Zillow predicts the home values in Irving Park will fall 1.1% () in the next year.This home is valued 57.7% lower () than the median home in Irving Park.The median Zestimate for this neighborhood is $401,421.",https://www.zillow.com/homedetails/3037-W-Montrose-Ave-APT-2A-Chicago-IL-60618/65549790_zpid/,,700.0,168.0,0,For Sale
235,Single Family,1893.0,Gas,Central,2 spaces,185000.0,"1148 W 88th St, Chicago, IL 60620", No,4,2.0,2.0,"Home values in Gresham have risen 0.6% () over the past 12 months.Zillow predicts the home values in Gresham will decrease 3.6% () in the next year.This home is valued 46.7% higher () than the median home in Gresham.The median Zestimate for this neighborhood is $126,118.",https://www.zillow.com/homedetails/1148-W-88th-St-Chicago-IL-60620/4120877_zpid/,3123.0,1200.0,,0,For Sale
236,Condo,1884.0,Forced air,Central,1 space,375000.0,"515 N Noble St APT 604, Chicago, IL 60642", No,1,1.0,1.0,"Home values in West Town have risen 0.6% () over the past 12 months.Zillow predicts the home values in West Town will increase 1.7% () in the next year.This home is valued 26.1% lower () than the median home in West Town.The median Zestimate for this neighborhood is $507,475.",https://www.zillow.com/homedetails/515-N-Noble-St-APT-604-Chicago-IL-60642/3861386_zpid/,,1225.0,376.0,0,For Sale
237,Single Family,1915.0,Forced air,Central,2 spaces,279900.0,"2554 N Rutherford Ave, Chicago, IL 60707", No,5,4.0,4.0,"Home values in Montclare have risen 0.6% () over the past 12 months.Zillow predicts the home values in Montclare will fall 2.1% () in the next year.This home is valued 8.9% higher () than the median home in Montclare.The median Zestimate for this neighborhood is $256,941.",https://www.zillow.com/homedetails/2554-N-Rutherford-Ave-Chicago-IL-60707/3679991_zpid/,3868.0,1608.0,,0,For Sale
238,Multiple Occupancy,1891.0,"Other, Gas",None,2 spaces,219900.0,"4213 S Wells St, Chicago, IL 60609", No,6,2.0,2.0,"Home values in 60609 have risen 0.6% () over the past 12 months.Zillow predicts the home values in Fuller Park will fall 0.4% () in the next year.This home is valued 23.6% higher () than the median home in Fuller Park.The median Zestimate for this neighborhood is $177,975.",https://www.zillow.com/homedetails/4213-S-Wells-St-Chicago-IL-60609/2139601981_zpid/,,,,0,For Sale
239,Multi Family,1885.0,Other,None,3 spaces,105000.0,"4849 S Justine St, Chicago, IL 60609", No,8,3.0,3.0,"Home values in Back of the Yards have risen 0.6% () over the past 12 months.Zillow predicts the home values in Back of the Yards will rise 12.3% () in the next year.This home is valued 12.3% higher () than the median home in Back of the Yards.The median Zestimate for this neighborhood is $93,520.",https://www.zillow.com/homedetails/4849-S-Justine-St-Chicago-IL-60609/2118772118_zpid/,,,,0,For Sale
240,Single Family,1923.0,Forced air,Central,2 spaces,279000.0,"4814 W Wrightwood Ave, Chicago, IL 60639", No,4,2.0,2.0,"Home values in Cragin have risen 0.6% () over the past 12 months.Zillow predicts the home values in Cragin will decrease 1.8% () in the next year.This home is valued 7% higher () than the median home in Cragin.The median Zestimate for this neighborhood is $260,825.",https://www.zillow.com/homedetails/4814-W-Wrightwood-Ave-Chicago-IL-60639/3674397_zpid/,4094.0,1923.0,,0,For Sale
241,Condo,2020.0,Forced air,Central,1 space,1970000.0,"Floor plan: Plan B, Parkline Chicago, Chicago, IL 60601", Yes,4,4.0,3.0,"Home values in The Loop have risen 0.6% () over the past 12 months.Zillow predicts the home values in The Loop will fall 3.3% () in the next year.This home is valued 433.7% higher () than the median home in The Loop.The median Zestimate for this neighborhood is $369,141.",https://www.zillow.com/community/parkline-chicago/2078738226_zpid/,,,,1,For Sale
242,Condo,1952.0,Baseboard,Other,1 space,136000.0,"4980 N Marine Dr APT 1231, Chicago, IL 60640", No,1,1.0,1.0,"Home values in Uptown have risen 0.6% () over the past 12 months.Zillow predicts the home values in Uptown will rise 2% () in the next year.This home is valued 55.2% lower () than the median home in Uptown.The median Zestimate for this neighborhood is $303,469.",https://www.zillow.com/homedetails/4980-N-Marine-Dr-APT-1231-Chicago-IL-60640/62008932_zpid/,,600.0,486.0,0,For Sale
243,Single Family,1993.0,Forced air,Central,2 spaces,349900.0,"2110 N Moody Ave, Chicago, IL 60639", No,5,2.0,2.0,"Home values in Galewood have risen 0.6% () over the past 12 months.Zillow predicts the home values in Galewood will rise 0.7% () in the next year.This home is valued 29.5% higher () than the median home in Galewood.The median Zestimate for this neighborhood is $270,111.",https://www.zillow.com/homedetails/2110-N-Moody-Ave-Chicago-IL-60639/3683250_zpid/,3746.0,1190.0,,0,For Sale
244,Condo,2008.0,Forced air,Central,1 space,639900.0,"955 W Monroe St UNIT 2D, Chicago, IL 60607", No,2,2.0,2.0,"Home values in Near West Side have risen 0.6% () over the past 12 months.Zillow predicts the home values in Near West Side will rise 1.8% () in the next year.This home is valued 52.1% higher () than the median home in Near West Side.The median Zestimate for this neighborhood is $420,759.",https://www.zillow.com/homedetails/955-W-Monroe-St-UNIT-2D-Chicago-IL-60607/89952012_zpid/,,1500.0,358.0,0,For Sale
245,Condo,2020.0,"Forced air, Gas",Central,1 space,825000.0,"2939 N Clark St #3S, Chicago, IL 60657", Yes,3,3.0,2.0,"Home values in Lake View East have risen 0.6% () over the past 12 months.Zillow predicts the home values in Lake View East will fall 0.6% () in the next year.This home is valued 161.5% higher () than the median home in Lake View East.The median Zestimate for this neighborhood is $315,541.",https://www.zillow.com/homedetails/2939-N-Clark-St-3S-Chicago-IL-60657/2077641572_zpid/,,1913.0,400.0,1,For Sale
246,Multiple Occupancy,1895.0,Gas,None,4 spaces,99900.0,"4232 W Gladys Ave, Chicago, IL 60624", No,8,2.0,2.0,"Home values in West Garfield Park have risen 0.6% () over the past 12 months.Zillow predicts the home values in West Garfield Park will increase 7.1% () in the next year.This home is valued 11.8% lower () than the median home in West Garfield Park.The median Zestimate for this neighborhood is $113,328.",https://www.zillow.com/homedetails/4232-W-Gladys-Ave-Chicago-IL-60624/2101100530_zpid/,,,,0,For Sale
247,Single Family,1933.0,Baseboard,None,1 space,319000.0,"(Undisclosed Address), Chicago, IL 60634", No,4,2.0,1.0,"Home values in Montclare have risen 0.6% () over the past 12 months.Zillow predicts the home values in Montclare will decrease 2.1% () in the next year.This home is valued 24.2% higher () than the median home in Montclare.The median Zestimate for this neighborhood is $256,941.",https://www.zillow.com/homedetails/Chicago-IL-60634/2077641610_zpid/,4538.0,2800.0,,1,For Sale
248,Condo,1997.0,Forced air,Central,1 space,269900.0,"2342 W Harrison St APT 2, Chicago, IL 60612", No,3,2.0,2.0,"Home values in Tri-Taylor have risen 0.6% () over the past 12 months.Zillow predicts the home values in Tri-Taylor will fall 2.1% () in the next year.This home is valued 3.6% higher () than the median home in Tri-Taylor.The median Zestimate for this neighborhood is $260,631.",https://www.zillow.com/homedetails/2342-W-Harrison-St-APT-2-Chicago-IL-60612/60270629_zpid/,,1775.0,200.0,0,For Sale
249,Single Family,1973.0,Gas,Central,2 spaces,159900.0,"11448 S Davol St, Chicago, IL 60643", No,5,2.0,1.0,"Home values in Morgan Park have risen 0.6% () over the past 12 months.Zillow predicts the home values in Morgan Park will fall 1.9% () in the next year.This home is valued 3.7% higher () than the median home in Morgan Park.The median Zestimate for this neighborhood is $154,237.",https://www.zillow.com/homedetails/11448-S-Davol-St-Chicago-IL-60643/4148759_zpid/,3484.0,1350.0,,1,For Sale
250,Single Family,2018.0,Gas,Central,2 spaces,825000.0,"2933 N Spaulding Ave, Chicago, IL 60618", No,4,4.0,3.0,"Home values in Logan Square have risen 0.6% () over the past 12 months.Zillow predicts the home values in Logan Square will rise 1.6% () in the next year.This home is valued 104.4% higher () than the median home in Logan Square.The median Zestimate for this neighborhood is $403,670.",https://www.zillow.com/homedetails/2933-N-Spaulding-Ave-Chicago-IL-60618/65558272_zpid/,3092.0,3000.0,,1,For Sale
251,Condo,,"Forced air, Gas",Central,42 spaces,1130000.0,"1400 W Monroe St #7D, Chicago, IL 60607", Yes,3,3.0,2.0,"Home values in Near West Side have risen 0.6% () over the past 12 months.Zillow predicts the home values in Near West Side will rise 1.8% () in the next year.This home is valued 168.6% higher () than the median home in Near West Side.The median Zestimate for this neighborhood is $420,759.",https://www.zillow.com/homedetails/1400-W-Monroe-St-7D-Chicago-IL-60607/2077642345_zpid/,,1843.0,445.0,1,For Sale
252,Condo,1998.0,Forced air,Central,1 space,399000.0,"1720 N Kedzie Ave APT H, Chicago, IL 60647", No,3,3.0,2.0,"Home values in Logan Square have risen 0.6% () over the past 12 months.Zillow predicts the home values in Logan Square will increase 1.6% () in the next year.This home is valued 1.2% lower () than the median home in Logan Square.The median Zestimate for this neighborhood is $403,670.",https://www.zillow.com/homedetails/1720-N-Kedzie-Ave-APT-H-Chicago-IL-60647/60200537_zpid/,,1200.0,,1,For Sale
253,Condo,,"Forced air, Gas",Central,42 spaces,1150000.0,"1400 W Monroe St #3B, Chicago, IL 60607", Yes,3,3.0,2.0,"Home values in Near West Side have risen 0.6% () over the past 12 months.Zillow predicts the home values in Near West Side will rise 1.8% () in the next year.This home is valued 173.3% higher () than the median home in Near West Side.The median Zestimate for this neighborhood is $420,759.",https://www.zillow.com/homedetails/1400-W-Monroe-St-3B-Chicago-IL-60607/2077642552_zpid/,,1846.0,455.0,1,For Sale
254,Condo,2002.0,Forced air,Central,1 space,395000.0,"645 N Kingsbury St APT 2308, Chicago, IL 60654", No,2,2.0,2.0,"Home values in River North have risen 0.6% () over the past 12 months.Zillow predicts the home values in River North will decrease 0.3% () in the next year.This home is valued 7.1% lower () than the median home in River North.The median Zestimate for this neighborhood is $425,048.",https://www.zillow.com/homedetails/645-N-Kingsbury-St-APT-2308-Chicago-IL-60654/63699867_zpid/,,1250.0,936.0,0,For Sale
255,Multiple Occupancy,,Forced air,None,2 spaces,429000.0,"5519 N Major Ave, Chicago, IL 60630", No,5,3.0,3.0,"Home values in Jefferson Park have risen 0.6% () over the past 12 months.Zillow predicts the home values in Jefferson Park will decrease 2.4% () in the next year.This home is valued 41.5% higher () than the median home in Jefferson Park.The median Zestimate for this neighborhood is $303,165.",https://www.zillow.com/homedetails/5519-N-Major-Ave-Chicago-IL-60630/2136768688_zpid/,,,,0,For Sale
256,Condo,1970.0,Forced air,Central,2 spaces,849900.0,"1212 N Lake Shore Dr APT 17CN, Chicago, IL 60610", No,2,2.0,2.0,"Home values in Gold Coast have risen 0.6% () over the past 12 months.Zillow predicts the home values in Gold Coast will decrease 2% () in the next year.This home is valued 59.6% higher () than the median home in Gold Coast.The median Zestimate for this neighborhood is $532,399.",https://www.zillow.com/homedetails/1212-N-Lake-Shore-Dr-APT-17CN-Chicago-IL-60610/2077642729_zpid/,,1850.0,1317.0,0,For Sale
257,Multiple Occupancy,1920.0,"Forced air, Gas",None,1 space,264900.0,"3125 W 42nd St, Chicago, IL 60632", No,4,3.0,3.0,"Home values in Brighton Park have risen 0.6% () over the past 12 months.Zillow predicts the home values in Brighton Park will increase 5.7% () in the next year.This home is valued 37.2% higher () than the median home in Brighton Park.The median Zestimate for this neighborhood is $193,113.",https://www.zillow.com/homedetails/3125-W-42nd-St-Chicago-IL-60632/2116496635_zpid/,,1000.0,,0,For Sale
258,Condo,2008.0,"Forced air, Gas",Central,1 space,584900.0,"100 E 14th St APT 2610, Chicago, IL 60605", No,2,2.0,2.0,"Home values in South Loop have risen 0.6% () over the past 12 months.Zillow predicts the home values in South Loop will increase 3.2% () in the next year.This home is valued 55.2% higher () than the median home in South Loop.The median Zestimate for this neighborhood is $376,901.",https://www.zillow.com/homedetails/100-E-14th-St-APT-2610-Chicago-IL-60605/99358149_zpid/,,1387.0,616.0,0,For Sale
259,Condo,2005.0,Forced air,Central,1 space,500000.0,"1701 N Washtenaw Ave APT 1W, Chicago, IL 60647", No,3,3.0,2.0,"Home values in Logan Square have risen 0.6% () over the past 12 months.Zillow predicts the home values in Logan Square will increase 1.6% () in the next year.This home is valued 23.9% higher () than the median home in Logan Square.The median Zestimate for this neighborhood is $403,670.",https://www.zillow.com/homedetails/1701-N-Washtenaw-Ave-APT-1W-Chicago-IL-60647/87715857_zpid/,,,227.0,1,For Sale
260,Multi Family,1925.0,Other,Central,2 spaces,448800.0,"1617 W 37th St, Chicago, IL 60609", No,4,3.0,3.0,"Home values in McKinley Park have risen 0.6% () over the past 12 months.Zillow predicts the home values in McKinley Park will fall 2.5% () in the next year.This home is valued 88.6% higher () than the median home in McKinley Park.The median Zestimate for this neighborhood is $237,941.",https://www.zillow.com/homedetails/1617-W-37th-St-Chicago-IL-60609/2099090920_zpid/,,2027.0,,0,For Sale
261,Condo,1977.0,Forced air,Central,1 space,250000.0,"405 N Wabash Ave UNIT 1809, Chicago, IL 60611", No,1,1.0,1.0,"Home values in Near North have risen 0.6% () over the past 12 months.Zillow predicts the home values in Near North will fall 0% () in the next year.This home is valued 35.9% lower () than the median home in Near North.The median Zestimate for this neighborhood is $390,006.",https://www.zillow.com/homedetails/405-N-Wabash-Ave-UNIT-1809-Chicago-IL-60611/3865057_zpid/,,,549.0,0,For Sale
262,Condo,2007.0,Gas,Central,1 space,487500.0,"1920 W Diversey Pkwy #3, Chicago, IL 60614", No,2,2.0,2.0,"Home values in Lake View have risen 0.6% () over the past 12 months.Zillow predicts the home values in Lake View will fall 0.3% () in the next year.This home is valued 9.8% lower () than the median home in Lake View.The median Zestimate for this neighborhood is $540,603.",https://www.zillow.com/homedetails/1920-W-Diversey-Pkwy-3-Chicago-IL-60614/89929073_zpid/,,,243.0,0,For Sale
